"","V1","V2","V3","V4","V5"
"200637_s_at",3.1882777135282,3.34234732629826,5.69881626195205,2.24210192969396,5.50787572154127
"200638_s_at",1.68105434954419,1.68583934469584,3.21750431506863,2.45575505279908,3.19648304002415
"200639_s_at",1.57749202995764,0.765408284246363,1.55255268652791,1.69059587785329,1.94986330617372
"200640_at",1.44856507843029,0.782018024322562,1.71619616079819,1.92986055245935,2.23451143502906
"200641_s_at",1.0407402383265,1.89585251083383,3.68158299234345,2.87636561404795,4.43915945264518
"200642_at",0.272650055765249,0.898395036112184,0.0320245424763894,1.62599119794181,2.00782386940603
"200643_at",1.07129470830263,0.937543958692508,1.49093484134397,0.361474122246623,1.36080322020039
"200644_at",3.03654902978744,4.48661929244376,3.29660810867012,0.995914851967925,3.22686272268497
"200645_at",0.614646016104266,0.701710296701501,0.89478952694526,0.732599545324033,0.990302768595488
"200646_s_at",0.538306582568561,2.24987825200195,0.7438311983867,1.2074691296889,0.980518411244702
"200647_x_at",0.191731415611426,0.190983039351518,0.584238302954345,0.250853006619167,0.318754450462715
"200648_s_at",0.81653893788522,1.76851947478387,0.207093416357945,0.502887863444458,0.29560529730013
"200649_at",1.22603735134192,2.02213122082782,0.215463328045937,0.663055429680522,0.90469711702183
"200650_s_at",2.59912500557251,0.841442609997394,2.06082872138913,1.86621423372889,1.31359250114458
"200651_at",1.08154765209667,1.20506455011944,0.678598453580039,0.109378167607631,0.786443511731269
"200652_at",0.179987803853468,0.409924375393259,0.314071341089341,0.458837032370119,0.0170083347336817
"200653_s_at",0.0046678256542697,0.82306149399438,0.859255942426249,2.3066971923758,0.221831400008702
"200654_at",0.325768667463898,0.111001119597688,0.907861017188902,0.82687318124094,0.0488491053514218
"200655_s_at",0.291280168955894,1.25376615983113,0.309828664033661,1.46792627763513,0.875757281304248
"200656_s_at",0.327942758098892,0.166143952252041,1.35841621683297,1.67522615861279,1.27214127970216
"200657_at",1.70326689052741,0.366196834691066,0.773758290135279,2.32794782683551,1.19438329395091
"200658_s_at",1.70039262233099,1.13197868108283,1.45533347495645,2.23117445391463,0.526356208975375
"200659_s_at",0.388828059395551,0.357576945079426,1.14852060449096,0.454849805926754,1.28162529709548
"200660_at",1.36896469182064,0.296439351516918,1.83972615598547,0.732886933988326,1.05563620169308
"200661_at",1.21256374332231,0.71211881554292,0.00228124845240553,0.053665090544065,0.100760093116307
"200662_s_at",1.16926050379042,0.0105613531266006,0.623876776757991,1.63449059531604,0.895757628858406
"200663_at",0.976236385676021,1.25026813541566,0.734865175333925,0.937876442506557,1.24756185836894
"200664_s_at",1.43851895130995,0.119563681490708,0.99118293427944,0.681099245138547,0.971829206679607
"200665_s_at",0.744121970610606,1.39323163543382,3.33456570981434,0.190101229764333,1.30179805256169
"200666_s_at",0.93874206933652,0.280042148618187,0.00250472553746804,0.195871824883475,0.151288879843795
"200667_at",0.716420865360846,0.290245117152552,0.468006751604541,0.886865893067187,0.644029851481915
"200668_s_at",0.212324791931803,0.552677288582759,0.748608363550926,0.23872235615523,0.684190128619989
"200669_s_at",0.206977693962459,1.18997141640363,1.44254207555378,0.5059663844933,2.00447981889963
"200670_at",2.71503086162607,0.921154278288462,0.145949740322705,1.50321655610656,0.514803653162257
"200671_s_at",5.84113648996406,6.26260168944216,1.72135869659741,4.30591950086671,1.77863008643924
"200672_x_at",3.94180676729264,4.32287431541781,1.95001084945829,2.75473262005945,1.71643620333693
"200673_at",0.352989861961698,0.680817730047138,0.473537961975128,0.432401266189644,0.216819496441785
"200674_s_at",1.47214293178975,0.0629969477843064,0.00317166225844203,1.08514764863948,0.861078728617257
"200675_at",0.370491183592861,1.93839683000634,1.16509504298312,1.68947953348147,0.920300140750371
"200676_s_at",2.13566422727109,0.70084032939597,0.643997874312822,1.63024072133273,1.09979159489831
"200677_at",0.879883056722215,1.03250131220653,0.350127661117833,1.22928611448787,1.38329065989283
"200678_x_at",0.805190617766001,2.26973938880658,2.07994931252916,1.51816980441847,2.44407322777776
"200679_x_at",0.122366495393792,0.186302179349323,0.246125042080261,0.750495587701606,0.814505499264618
"200680_x_at",0.235832540024652,0.881481832513123,0.409914938989807,0.743551717609481,0.830071836415781
"200681_at",0.551469915549657,1.38171090578191,0.24598695450622,1.35353582932052,0.832200260082745
"200682_s_at",0.843837560364059,1.09230764254453,1.66267239035397,1.86089015702488,1.65591664613568
"200683_s_at",0.798326399191649,0.588960540026006,1.68881314378521,0.722755452865285,1.08275215084569
"200684_s_at",0.716237247180065,0.465336443421141,0.300762101167437,0.0905020402866566,0.0070904564155768
"200685_at",3.84339317369455,6.56264217510944,3.66119432247728,3.91531518649727,6.82236687943224
"200686_s_at",0.143225423965726,0.620334052429166,0.707294369784762,1.74141679251383,0.891710748770932
"200687_s_at",1.45865815358546,2.25954945126369,2.15544759266846,0.273259828375395,0.866375038545209
"200688_at",0.0716610802080419,0.640199306960688,0.113581687503409,0.0212986645637277,1.1372950404289
"200689_x_at",0.400507901218552,1.29878268836921,1.25654018839691,1.17112196909273,1.08111129713995
"200690_at",1.9826918460453,0.343799704069281,1.09269939213765,0.682186651018505,1.51282011646641
"200691_s_at",0.154339881699393,0.267750751290171,0.345084265940934,1.24097812308211,0.502693232263367
"200692_s_at",0.137715617914097,1.2369549310996,0.472249338033187,2.04835474602351,1.7601022843396
"200693_at",1.84163048309299,0.593101449861973,3.02371392207837,1.12626323109375,2.32388160635814
"200694_s_at",0.0147301182323685,0.0593161691956176,0.400870232866997,2.66900177416216,1.61528733394466
"200695_at",0.50057569148346,0.769757069287186,0.633006024200497,0.221791318196132,0.561228960379788
"200696_s_at",1.08011185177173,1.91772547578984,1.4722598093301,1.81241305297477,1.01481251486131
"200697_at",1.36115211347721,0.451614121445104,1.40914306706507,0.195377813940215,1.1567086880784
"200698_at",0.0303952588748798,0.392746601118291,3.15904261866684,0.658644211255109,2.1531548234467
"200699_at",1.631528139431,0.510834700643963,0.737191580362721,0.980736152754875,1.36468892104465
"200700_s_at",1.34754259535607,1.58238117465987,3.93890001357898,1.87662599891597,2.8986516205659
"200701_at",2.47812686019451,2.81315438031666,1.6464651002238,1.63658935675,2.63836191202225
"200702_s_at",0.399741720356652,0.351599513923516,0.923125219304863,1.51127372396349,1.34109746962643
"200703_at",1.11781142525181,1.21240403673382,2.21098312347715,1.1179474364471,0.738208865332758
"200704_at",1.7487345508836,1.19248224789778,0.769909081417771,1.17968252198365,1.40125922813995
"200705_s_at",0.579978386879397,0.786273994348196,0.782060721387987,1.8079299785825,0.47855843521759
"200706_s_at",1.6336238690111,1.06584402142933,1.79831922613426,1.68939177433565,1.27679222408472
"200707_at",0.318084977818161,0.388291130007724,2.23133451649225,1.74048825083021,0.870659824223443
"200708_at",1.52964777496329,0.750652798469778,1.63061255194813,0.0402568149892526,0.773885176101085
"200709_at",0.480028571406904,0.666392860978377,1.24405032190564,0.0665908533027103,0.360196268231486
"200710_at",1.43005108183443,0.728006154329644,1.25832050793974,0.285806647115193,1.81902266316787
"200711_s_at",1.62632654903575,1.03048824924562,1.59842748334987,0.630082307764377,0.809507048578766
"200712_s_at",0.518614059524558,1.75091101885323,1.39570270082496,1.00959797439039,2.54440619458948
"200713_s_at",0.105380657118274,0.630497080005664,0.372604228475362,0.890031183114166,1.06144026340729
"200714_x_at",0.531870746403455,0.853354739400245,0.741555599638938,0.464144792066837,1.01673831107154
"200715_x_at",0.391757059155237,0.497479803500975,0.186243356821205,0.75530478800423,0.617528339774506
"200716_x_at",0.475538065491987,1.73334864053744,0.950569341168281,1.91428322168451,0.753180288345101
"200717_x_at",0.337417042165368,1.05896115939202,0.303620368999351,2.74190723507661,0.870977410205398
"200718_s_at",0.589583582693974,0.322423045713115,0.894024259134621,0.118252487510845,0.36396762809436
"200719_at",3.52537363754129,2.28401951451541,2.38921401656159,1.71281353945998,1.16713578590305
"200720_s_at",1.94041978139242,0.699467934728734,0.349521121181852,0.928913836142621,0.865751361070411
"200721_s_at",0.273286606978981,1.28822787492455,0.389302476988823,0.857179472050011,0.893918283480118
"200722_s_at",0.194439641333246,0.39645090941277,1.26734514750684,0.965617670252917,2.4953101828907
"200723_s_at",0.332284830413542,0.947422756928389,0.355895112712603,0.502318926274194,2.3569925912834
"200724_at",1.11619979912385,1.30751463306321,0.526683808259717,0.423232446637348,0.189324829805127
"200725_x_at",0.885268830913215,0.396272805453097,0.428641731885134,1.37818979496401,0.847488077900002
"200726_at",0.209428194931648,0.644606778745927,0.297904520077794,1.11535575007769,1.09229996327219
"200727_s_at",0.401955392175027,0.884993519583871,1.57106491169728,1.50383085788001,4.99190541513106
"200728_at",0.877977319341812,2.10313673487361,2.10241619381491,0.10167738638027,0.0528276737059297
"200729_s_at",0.544119119614277,2.08552730608725,0.268201952563812,0.805961738958401,3.04636287566798
"200730_s_at",0.679971212858247,1.21587978425192,2.51305062045284,1.28144973282082,0.692011893027463
"200731_s_at",2.10739075007878,3.29649105768997,2.37004239647864,0.758399265931375,2.39923096505394
"200732_s_at",3.1758361944348,3.75502395959438,3.45981108735379,0.803972600044642,3.47935504194351
"200733_s_at",0.282720823383471,1.20341765274797,1.13743661963881,1.27779965302881,0.962221939523366
"200734_s_at",0.50384373634828,0.0870182543321459,2.42000953421028,0.382454945306233,1.10591152613296
"200735_x_at",0.479358341905988,1.52951973458593,0.42302562500504,0.440255448433823,0.621220491289823
"200736_s_at",0.6343517296209,0.694872571852858,0.554171490670669,1.01894365346586,1.25722447630123
"200737_at",1.93652569907511,1.79385775681751,2.26647918963544,1.55168282173843,1.77112377242867
"200738_s_at",2.30761857143022,1.11582674947391,2.60312845588146,1.18539224515013,1.34165165751237
"200739_s_at",0.492333369017854,0.884621064054091,1.04904021021058,0.809956547572068,2.02278469171771
"200740_s_at",1.06347839699412,0.988310510165787,1.08355829665726,0.298486758205006,1.77745232986132
"200741_s_at",0.314433327916783,0.481449874084828,0.0142818906237147,0.697624949138,0.283861201356924
"200742_s_at",1.28532805305865,2.53846758706308,0.222142527773269,0.930132849054145,0.584210379771314
"200743_s_at",1.27516101685959,1.92797317823444,0.746245531860809,1.15143027318327,1.47828512718892
"200744_s_at",0.305727284275697,1.10881116492194,3.09651036645158,1.27453895230087,2.09078647046914
"200745_s_at",0.0769377183643376,0.524331108706543,0.748495813214869,0.0419535123437146,0.75053298122917
"200746_s_at",0.00466046990357357,0.441579916399409,0.210386667058043,0.636539432021253,0.537579823290232
"200747_s_at",0.305151975135797,0.0330332895529497,0.40577655496267,1.47222001681,0.122272199454297
"200748_s_at",1.12570825606155,1.159914622552,0.656625604064964,0.0940597610155861,0.990947988395716
"200749_at",0.360624917422465,0.668505515380605,1.1962761577088,0.0436671611589105,0.111307200459739
"200750_s_at",2.06862363881733,2.99299815776457,3.16869084984886,2.18453418374439,2.44005940793154
"200751_s_at",2.11405939356437,1.94242529160262,3.48507809330751,2.73951812729151,2.98585133308607
"200752_s_at",1.12455932444244,0.862227285879661,2.67550020148983,0.178451588604339,1.68437659396416
"200753_x_at",1.44151180641039,1.32121386527962,2.54926603683058,0.427045653989906,0.982807135059117
"200754_x_at",0.109524513714527,0.263306141889611,0.590944642830517,0.132890092466818,0.0450415290582366
"200755_s_at",0.640490773334212,0.338819225537114,2.68863527142783,2.20302300559392,2.65957331476021
"200756_x_at",0.486623071380974,0.618164991940656,2.04345063975209,0.995070740498645,3.0033950913392
"200757_s_at",0.0575295531282018,0.0441693411069079,1.60867375307962,1.41028385712824,1.89982705112008
"200758_s_at",0.127508036839602,0.119056987334436,0.879366716601085,1.60585522171061,0.00679552407586426
"200759_x_at",0.417090266721486,0.0493295315347533,0.490492836652157,1.08597803663232,0.272027656902599
"200760_s_at",2.10974306915321,2.65355390355151,2.36869193662012,1.49932016957655,2.59195514542049
"200761_s_at",2.05530218806537,3.80123203780162,2.7634549398498,1.79762584594442,3.68067956775915
"200762_at",4.56560026507565,4.66426002186483,3.08121921143637,4.95806976393011,4.52512190398206
"200763_s_at",1.009053925639,0.947854580016882,1.0721704152958,1.43521268817862,1.04063695254237
"200764_s_at",1.74329272416009,0.379736416957794,0.199069176635554,1.88356169683551,0.507981847150473
"200765_x_at",1.94205408612378,1.03344759224229,1.20315701621263,1.20135868881296,0.822352845681824
