"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"100_g_at",0.685811725909004,1.68280558027249,1.02133425418975,1.23440002819151,1.51909022724983,0.787496334460965,0.886140360465837,1.59752205111114,1.52863392863069,0.576812045632236,1.28117048028476,3.11678509422608,1.57485012217198,0.910058473984021,0.160003341666435,0.442700267245739,1.65119681395949,0.37912101264055,2.71192014986165,0.0437377476800801,0.908445033800098,1.16266692844565
"1010_at",0.477405844994729,0.97556283024492,0.0354243259278381,1.64749588208603,2.03921559584127,1.57970435250869,1.22718119421702,0.329693447333055,0.882779591659975,0.0631314087154831,0.530604683523132,0.0359287390672864,1.77666833970171,0.611695516394177,0.180326848062066,0.73026943951495,0.80826987192388,0.23926090120852,0.385316785906237,0.552559630880679,0.610107731635102,0.0731744855678781
"1011_s_at",0.894889620715341,3.36751916295222,3.7566372796152,3.66223788675289,1.39293625651045,0.347815466890636,1.91996139038024,4.22641190839777,1.3231213245672,2.69303878237738,1.12034920318424,0.367591854285746,3.32109762921675,2.48322401290997,0.398500621051619,0.865509547232014,0.405208234333741,0.500799641377922,0.84255288898163,2.82343344492549,0.117827201728587,0.557932996298056
"1012_at",1.11267935154269,0.0725317077384196,4.1097862128399,0.916225512172011,1.23567367741235,3.94210582119177,1.25453427901381,2.12833480560731,1.96070563790783,3.44283005607338,4.97057175727377,2.67051007610446,1.82506125406188,1.62634395432582,3.10401612620037,1.3293762804575,4.15679171499223,1.53719525883961,1.83625234298025,2.60318756503181,3.8038256179878,1.70388389222119
"1013_at",1.70922300854994,4.114131646675,5.43105396972982,1.68833242063274,0.999750550490255,3.54298362444928,1.08963338438639,2.55648659569175,1.18676919445187,6.97356351200892,0.501144884283681,4.38830979280934,0.486833447040682,6.07935503919067,7.06467483623967,3.67022336103456,1.45954421026973,2.22604929062746,0.533867326345749,6.80538956903907,3.55607578570048,0.725215931849809
"1014_at",0.281161385049048,2.35692326974079,1.29003656518897,0.567279729665814,1.59298664308693,0.490900001878634,0.415156035022851,0.284655537724658,0.768700620783469,0.157177074702173,0.133164774915509,0.587439374441994,1.755044755379,1.69291570345311,0.172269896378102,0.919249858950262,0.214853959161372,0.419202553246001,0.536334097972935,1.61261393760421,0.664664485153149,0.633850690999262
"1015_s_at",0.225587608751325,1.25848716350325,1.27119094635326,1.53723097565756,0.422738220382363,1.82391541015846,1.02033709986403,0.139270859662557,0.657840078458318,0.140230461991798,1.00992059036858,0.815832425130605,0.740348670652609,1.36346469596487,0.752343251836378,1.98468461339198,0.584165577281815,0.426165138825998,0.329178435162551,1.22781234982885,0.468357695004574,0.2942580216861
"1016_s_at",0.862673032409032,1.12871240692506,0.116086681631815,2.18753145563787,9.63128069306042e-05,1.07785656855036,4.74555877428449,2.1289392839795,1.10351608422176,0.912042267587474,1.5007782018991,1.13444637987376,0.199823766242765,1.18800161008395,1.4705501871147,0.633178997228276,0.0212425620182207,0.519887057759603,0.809218598949144,1.21448435904452,6.15201714892672,0.639470090625743
"1017_at",1.2485366069767,1.23249432203589,2.06905018984368,2.78936624028907,0.394951638278372,2.49299740640557,1.80383703938903,1.69389241504686,0.28381548474558,1.33828469567493,1.04597201997235,0.0580402444066134,1.1922833872436,0.0968324469066581,1.7322316559353,0.522079085850017,0.682861577357486,2.64496420057512,1.92531326159383,0.536517505539117,0.310501103977273,1.4205924357232
"1018_at",0.514224900189547,0.228110803481259,0.863141626345331,1.21453991942995,0.111761792301767,1.24498819958975,1.37247962348035,0.989593474742196,0.791367836496687,0.867430471224829,0.945527852023595,0.816740526153552,1.23849894250606,0.316350090790954,1.01899094511931,0.00597034200548845,1.18453517594807,1.38423778720656,0.515254464480354,2.12051765459858,0.0793040310516172,0.846229533779808
"1019_g_at",0.737858650045416,0.295681020268037,1.35424163037247,1.29126650099026,0.0636261658900364,0.882608267293767,1.18185465096482,0.14952978281338,0.734052328049408,0.088058468660668,1.37829199931076,0.415586272301043,0.279532033912636,0.744605940233323,1.36506185012902,0.0668458490429742,1.24857155896171,0.047587513974692,0.752480852076752,0.2387036223907,0.630533480276814,0.317681480586672
"101_at",0.800936904112085,1.58578202505797,0.541286229552859,0.107110998129724,1.02544320400188,0.378737191135844,0.71225205845109,0.225942370486467,0.0881216322980007,0.570067914683573,0.190109876300991,1.31318905579341,1.10658301631412,0.772704522694968,0.484451346699508,0.878212365034474,1.54030143133864,1.09528261380675,1.62323026909321,3.60410520421997,1.90034582799292,1.80263481966172
"1020_s_at",3.93089974969974,1.26903559814824,2.04312900796381,0.61509395626112,0.951091942848167,2.54959863548387,0.658009942374938,1.25107675477738,1.803709001273,1.5681893512417,1.29897365274768,0.591920839054823,0.847523536255861,0.575698215229839,1.32041352719633,0.81443793515189,2.25996374454446,1.26549326681644,0.416436456088793,0.903034631412202,1.04171349542027,0.930386131125372
"1021_at",0.360002658444954,2.79300569847396,1.35462747537381,0.186111426753344,0.532877916006653,1.23951337211499,0.155222368877916,1.07591812924951,1.27796447222521,1.1848103284688,0.36355711410496,0.739770757491153,2.05200020816604,2.80679548999299,0.601791670881181,1.22222586696357,1.0880417745228,0.57263274868622,0.690899147399144,3.45383759380545,0.0275383629934205,5.06916969075658
"1022_f_at",0.710168355138788,0.774058893301506,0.89990215695552,0.664516873871472,2.44566789925233,1.56977181930119,1.57017153711882,0.757035760808659,0.691469651783875,0.0731121007202422,0.296505125005708,1.21771248361371,1.71403521435472,0.101639518090923,1.06280802775165,0.453024170878626,0.627138577145111,0.212009664517776,1.24922836238734,2.61517209105283,0.854028088741437,0.317219892643098
"1023_at",0.548815304418923,0.696989168603585,0.390278557403681,1.30480661203508,0.0500787675548049,0.512300387831511,0.643147492163887,0.103340074029891,0.4318102182506,1.43244312298826,0.284469286235825,0.351003872295666,0.918915161783163,0.485861574832224,0.846222223922278,0.336911387407063,0.349284452084248,0.217744093551818,0.804522301037474,1.6961308223449,2.19283632390242,0.276622194160925
"1024_at",0.295905274939608,1.45518442850231,0.315564635584541,0.439504820723369,0.922723648505415,0.160630814110218,0.597646784379555,1.31329294230927,0.3592631610498,1.26674189621621,0.0282794892566332,0.162098292664729,1.03890888600593,1.27598402366923,0.134970130584737,0.945169374300233,0.806431003188441,0.835836138444223,0.837775125982983,0.307238884984667,0.776654003875996,0.768018686316603
"1025_g_at",0.70423026440868,0.811601957420922,0.236557174308196,0.811150842267705,0.705772506219795,2.72511120281811,0.0864163245425155,1.77350730891154,0.137912441017873,4.47118391349544,0.693301125608219,0.302858923814459,0.853110346848667,2.5943214884612,0.33042500847172,1.35578263280388,0.0358492936937622,2.83951768908103,0.512708075602076,1.51292185536388,2.47825114069674,1.36848066592832
"1026_s_at",0.259256287149046,0.508311914816179,0.146484403331987,0.483671505355344,0.160190219532975,1.17081203990424,0.242193169064971,0.317083402791275,0.923344539897263,0.282706298537227,0.503758807463172,0.0394528385454199,0.5540159571267,0.314415300616123,0.445269732917978,0.155110503378452,0.0526874203960858,0.256474628663687,0.0404428574335272,0.592683112425664,0.548340199252795,0.479883637501679
"1027_at",0.0123756553568021,0.213711330039946,0.164873889042966,1.26643871245216,0.467870396236638,0.54717073613026,1.02750269231731,0.219557959275981,0.956357859091455,0.370789499007704,0.537639563209233,0.663341868354911,1.2942075694594,0.353035381253153,0.633861474171707,0.123779587717517,0.33630706735188,1.39465876525256,0.0452033707008099,0.722259486784955,0.993495766833387,1.07714790376479
"1028_at",2.18791439213598,0.772023625769588,0.26490479920722,1.90835936157032,0.224372118560039,0.971300211317909,0.124165361712935,0.419149688906784,0.0655333569740199,0.14016020165288,0.0629793517787646,1.45705173937334,1.17931846316809,0.902948302103705,0.753075917263538,0.0229958757862074,0.305661127705894,1.2025116589337,0.694141874475496,0.368476033451822,2.49999989300951,0.443990248184233
"1029_s_at",0.940929681789855,2.30878102034547,2.09357861973535,2.04482369602343,1.66900380251649,0.553647927236694,0.487346359665581,0.628202211437584,0.0047386177787953,0.509450463277898,1.01882565259702,1.72686282322229,0.843998681288142,1.0039549977803,1.94228194693023,1.11583519266156,0.701241649397017,1.73717232599768,0.947184482735622,0.503855950326629,1.89184125157146,1.01799346278559
"102_at",0.814004168794299,1.77077447401549,0.785699414920892,0.946245990215572,3.05156385755154,0.391178504831808,0.0655211174074071,2.03807587843299,1.619489690712,0.925762688934453,0.497321381512236,0.15630030313934,0.571468585663562,0.998837992303337,0.394374568406703,0.909513892042382,2.43778436239821,2.29412331038441,1.23143901599679,0.276145602558395,0.509645370241337,4.23428596464999
"1030_s_at",0.0350255451877902,0.564464746654627,0.455363510462382,1.00162916089855,1.43180320542974,0.837509267041572,0.180625472336544,1.5307966550403,0.209659936589384,0.440609305146967,0.435837951037567,2.51962978605939,2.216423623984,0.382012931815129,0.447401063913936,2.60251653901809,0.23089935172238,1.47891468879406,0.22752013063943,0.284214625160997,2.18735836079563,0.8099190811787
"1031_at",0.96432126021412,1.30397024730619,0.313337064308904,2.57047688461466,0.210127933339497,0.325010566746912,0.851087227995788,0.0395743069944078,1.35805074825343,1.32980187654007,0.265152621655585,2.68747023316522,2.12788447499728,0.358396879534119,0.348538845528452,1.3716563223085,0.087152713947112,1.23014274660721,0.0252294110859741,0.651948043385271,0.716681789737868,0.421169009213256
"1032_at",0.744527020843982,0.984395691011789,0.764829753697196,0.954496932198671,0.989017684440059,0.466792974529919,0.980156217756547,1.47582662705837,1.1625186172959,1.17150279348317,0.44047100915295,0.632333715479581,1.20415881366568,1.45369635301208,0.765324644757151,0.166918740926874,0.16875437496639,0.931826978301034,0.525461766772694,0.871597123407026,1.15569961113625,1.17691390980445
"1033_g_at",0.171162142670026,0.576247423081273,1.62409993540518,1.20860464201738,0.642916053510904,0.202554968457063,1.32819299480402,0.18389637765079,1.37781924050541,1.39316090135795,0.18633566753982,0.693850957058569,1.72660358420428,0.572536819550232,2.06241688177306,0.586380693255709,0.622988734275174,0.708052656428033,2.061740058459,0.13193151626464,0.872938360652796,4.45383463068896
"1034_at",3.7485839915571,4.4672781339618,1.4315502653559,2.810522150199,0.665394887218484,0.991321849395351,3.5198798635297,0.912842056628858,2.13177958578029,0.531557989826678,1.49251073158503,1.31103121394974,1.59006408353068,1.13237282825062,2.46213240825813,0.711981913319335,4.81513035765683,3.53592720048806,0.549633880881307,1.25849186381445,3.75870015114962,2.91342515120212
"1035_g_at",3.06343740270812,2.04088655884256,0.16628913060608,2.43669878767034,2.22833478696816,1.02729574468616,4.05797064268296,0.562885428356854,0.769471101677026,1.0536541925058,0.848477116827169,0.801922782221315,0.0126076717662313,2.48166513357092,1.46739318772769,0.644836828169826,3.50106831856675,2.83149136300784,0.647720384842614,0.310996525465537,2.90659117976212,1.78766403165248
"1036_at",2.47301592762371,0.102568679292585,0.660544135870685,0.505801756943191,1.08021260694719,5.78081474341724,1.56571298344469,1.02021542080709,2.19703059643416,0.67782409265422,2.64477506466157,1.66951912963179,2.63836701423332,4.64601622182167,1.37007224579479,0.77521383000878,2.50634934106073,2.38101737188585,1.92649987124977,5.53318728726205,1.23080841520328,1.16007205310818
"1037_at",1.66329057425219,0.604972211091902,0.224023789871856,0.296675629429882,2.87808121420873,1.50130055700224,1.40721164141014,2.13361867594816,1.74243664460674,1.58013416312224,1.05462111678317,0.490217143306082,1.42755246078141,0.756455819289506,0.664454644630797,0.301009098599973,0.863640702656865,1.18266910655537,1.07907741381111,1.03354743999604,3.35129064346004,0.29430765069238
"1038_s_at",0.112693101088032,5.26107444769508,2.27343831225419,1.07401385665827,1.58384186098894,3.61371442066362,0.995220002199853,3.63035351439385,0.167724343269283,2.40073234086902,1.36521117852572,0.224521077845828,1.85527958439192,2.71279190547772,0.699209858184606,3.54174981896958,0.496221935513722,3.64947763670693,2.03242682985135,0.617740473626188,3.33484954287751,0.295449179890305
"1039_s_at",0.174452244136918,0.920080608406532,3.25116534961198,3.64084905753756,0.870516151560363,0.196125451832386,2.11598144800986,2.35151595793506,0.94488723083919,2.63570895237272,0.925378701394868,2.86862230701444,2.84795927701494,0.239617568469919,1.7946811276675,4.57115224838695,3.04543976142893,3.95734666499212,0.806033404397221,0.10494243183149,0.909505423935629,2.42103186272852
"103_at",0.584628001616291,2.91039747346236,0.382480756063422,7.24340918550737,0.623475388764022,1.41866379168026,5.28275155478216,3.0307811764942,3.57504351689936,5.19502792883874,2.3611634895394,1.96142210719177,0.265271698987081,0.491661432041175,1.04430954156609,4.38812389250896,1.52673365070207,3.05352886218268,4.23525018747144,1.8375306131505,0.224552093591776,0.299814054322783
"1040_s_at",0.210444779820531,0.712443115110628,1.17461986512808,0.375063410303907,1.21554587087295,1.30967735103883,1.00843167806013,0.594934137001914,1.27856094247815,1.13562389639376,0.44323913095087,1.31832467389643,0.0548699392875672,0.453039358950488,0.123895367437643,0.200941071949594,0.670511244712673,0.310279047356839,0.223306449996011,1.1909508110132,0.791026637828996,0.781489463278042
"1041_at",0.316782399852023,1.05330923679088,0.795444465946239,1.10440176104725,0.274720821000314,1.79401550257099,1.13333918193005,1.88157995197867,0.07981977237762,0.0552167677901803,0.0992900279596174,0.0365588005725743,1.69685334925149,0.615324691217075,0.0408690747872392,1.40474097765018,0.11021746702383,0.129825745540683,0.258826144249324,0.520110669393463,0.267888865260965,0.14300244476037
"1042_at",10.9711540861936,0.486442425664017,2.56468395176091,7.45698934686937,0.0817939205986599,0.753479978291349,4.95365296088033,0.945095509600436,9.12963114133948,3.72391825581418,4.30021532207245,0.701244566031959,8.75799785370022,7.67569036199826,6.44178008702038,8.67963422225421,4.66855713564519,4.91731936770911,5.01735753837215,8.41107647139157,6.51842863984914,7.29845697094748
"1043_s_at",0.025988372375656,0.432898002948787,0.700709781935766,0.699864917658193,1.33372218795368,2.4129917016147,0.0353189735029287,0.532970838753237,3.41814353177614,1.88923312856968,0.886650662194747,0.911724084624399,2.46629811662964,0.0560903613475987,1.4898324887805,0.940044964710949,0.603410930932276,1.37145512185341,0.64363373072939,0.557844338056429,1.47412557031638,0.397265175557676
"1044_s_at",0.904469256761249,0.169338218404399,0.767715101392099,0.567839956889266,2.85955638902716,1.40171488120041,1.14942072668,1.90377229072051,2.93655285859102,0.726195748647857,4.15056059623536,0.328964533192197,2.24601671442931,0.489614781951509,1.87734567463179,2.49149624854145,0.699595730426419,1.83537760439576,3.78440942294082,1.07024234168673,0.311363260327663,0.08395630181647
"1045_s_at",1.89603150698612,5.14882373894021,2.57876145378103,0.208423311004381,0.915754858340381,1.58355623118513,1.78039871702831,1.34309381129048,3.68200020036689,3.61440020132503,0.755508743010051,0.893359626996888,1.8109904755982,3.18786085163872,3.51937326096508,2.78075523694617,0.0623526889488361,1.88219143721728,0.974620706520178,0.722363876701982,2.9819142967889,1.36049713577467
"1046_at",0.757104172336938,1.3432925199202,0.478635464202702,0.782320038068398,1.75668482487615,1.72169435591114,0.0149769207982453,0.0437012339928761,2.08979789981458,0.132631094863211,0.124588872734198,1.27666785228514,0.808448585085721,6.61144353107028,0.444650946021196,3.35620333045256,3.49532335545316,1.17978692965395,0.727506773862081,2.54913539112618,0.184988842990155,0.878537380870308
"1047_s_at",1.33142697345813,0.050189321764815,0.100336108517896,2.11992806618498,0.263731649243027,1.12524462526178,1.91086459122285,0.551345959250188,0.0803830798492328,0.128873032052767,0.0727417241351441,0.780090685654682,0.532496932547353,0.694625253062363,0.504855689608029,1.97068351033891,0.764067646021297,1.39119872067359,0.977010737835946,0.986626581218855,0.555017313306682,0.728278842104092
"1048_at",0.231333292179209,1.25309863859189,1.55974745957509,0.768184074946681,1.11901963573326,2.03132536877876,0.420752468116485,0.635479514639734,0.187205148767887,1.48452647105234,0.158643467110361,1.02240896822846,2.73435690744805,0.866303900012019,0.0106864777143101,1.65947227633719,0.0594957472296212,2.24466369867204,1.4658513193063,1.92595436720171,0.988077127755952,0.382470404742946
"1049_g_at",0.719648061621685,1.05680032404568,0.17774158910244,0.666798307811192,1.65922946300854,0.91623394205557,0.126909918170758,0.439339834029535,0.212568725639914,0.229060899023171,0.405685663923804,0.307682663335942,1.41587810122543,0.288710772989282,0.148282260520857,0.695781157681312,0.468895821257867,1.89789098229498,1.30701600212184,0.220939493827773,0.550906845225702,0.618521334247145
"104_at",0.0247176708782168,0.721648214938164,1.03378113296755,0.291184991264172,1.82016830982324,1.47065280235612,0.00632866534915214,1.39372148206932,1.22324708539373,1.18689324337041,0.995197578371698,0.381515394578071,1.59012767056206,0.444406558103772,0.84171790775667,0.0535434336055996,0.112411399154807,0.0659109392111674,0.563376413684901,0.814874013493031,0.619617435692315,0.982282660392797
"1050_at",0.702969853852409,1.50913944060304,0.297203704511223,1.25823157227328,0.62535098015304,1.57483258504336,0.496486971132418,3.92930329300542,3.89393771395019,2.79459550825229,0.0386258336376004,0.0190728580075242,3.85379456191598,3.23736839449848,1.86848313326078,3.06488287837486,0.461226519400638,2.02168857852195,4.89734189135697,0.820134924699372,3.48677243499098,2.34737943024503
"1051_g_at",0.393531070737267,0.924645335118962,0.703791918564264,1.38599169832717,0.156501131026054,0.454272176706917,1.58408201798153,0.594551094548147,2.78328666480055,1.00502919616747,0.802987799739876,0.30977484645119,2.54624369041933,3.15447106373498,1.01227998138357,1.766240663773,0.680781682976381,1.67840505042276,3.41058383298354,0.753456157096643,1.92293131795044,3.09842127697737
"1052_s_at",5.9422099069668,0.416902520146429,0.915537694522172,3.07109712482741,5.32139452645043,0.597832293412426,1.4213950831797,4.89380906208218,0.278730821574597,1.33847563836242,2.15918542620088,2.21130310217342,0.356725898478109,0.616295432126267,2.01812778792264,2.11449938196395,1.21951257597674,2.28930510508946,0.112188871930941,1.3353676786415,0.838155445565149,1.66632772901607
"1053_at",2.84068194438259,1.21186312316641,1.614609289098,0.857271071903653,0.775023849067757,3.34941487731868,1.12716981788847,1.01159148007697,0.00404115719926637,1.62829604294049,0.465311355781972,0.711443829606389,1.32275158942619,0.161412416490434,1.67574345606163,0.527551095733713,0.859317311873381,3.51104171372347,2.01766458252257,1.20273064764134,1.40385342941935,1.14866106816185
"1054_at",0.0520036380075289,4.91376890921194,3.44214624397219,1.51867823417831,2.38089448314876,2.81092153816737,2.05304815859265,1.26432065288099,4.20063414341405,2.74915329617202,0.811215207635107,1.51211512641785,1.70742811426216,0.893683350890454,0.945851303093726,0.674875142497713,0.851707412208102,3.08095181608762,0.160775227366512,0.232077611561077,0.52541849051967,0.968402742774083
"1055_g_at",4.06052612274739,7.0884174096992,7.52790629861123,0.837378711341554,4.99656528857601,4.18124819368177,5.51154117845266,4.38737292786956,5.48872084478335,7.44519261089606,1.20575114509536,6.29890423075246,6.66073863754676,2.72004212521244,4.19822533318058,2.69838827698879,3.86948169436171,3.40787754544364,3.63595535439518,1.13835129558067,1.78260022018787,2.45272989846539
"1056_s_at",1.29607587590189,1.63468122395156,1.39392106238015,0.419563537967526,0.430690999073426,0.376485901313993,0.866163397687443,0.888484418516496,0.886199769972426,0.767705377486843,1.73172834687365,0.0768137063551353,1.9451335566809,1.99379387448559,0.0229830103967894,1.53039478135946,0.356222752872592,1.36272309822655,3.83034260148045,2.08030977418112,0.311775722887125,0.774894163189839
"1057_at",2.51074076583282,0.43726965426519,5.93874734252014,1.22503303300508,0.61804014887476,1.95398941264613,1.0998864544507,3.79950647797106,4.42385697692302,4.96667406673456,1.4446119333542,1.3676169555397,3.75089641228659,5.10893820407415,4.4977787238473,0.453758831504604,3.76828343220143,1.88370500983079,0.292858034694743,4.55796510182813,2.77363595872456,3.83050566871928
"1058_at",0.679075767308508,0.382123319099129,1.40116965421449,0.9593973294804,1.54546880064773,0.576389310293027,0.187463788580821,0.44525781621511,1.21111418308857,0.967355171252148,4.81808855372522,0.860508094186795,1.74472897924112,0.373811049763018,0.792776723159568,3.10716873050361,3.67097275900985,2.83008006617256,3.16291294826664,1.20792939774904,1.1847286995205,1.23766430467225
"1059_at",1.79020062209366,1.90353679406286,3.42174627328487,0.725226676498963,1.94887327254109,1.1806199190867,0.120810427837026,1.30867881693591,1.94118670851021,2.07619640636805,0.593839302342059,2.13240616091642,3.681113722864,1.11041579808337,2.20728375470906,0.904106668681778,1.44283899155089,0.906865588203805,1.09049487823418,1.04176532365361,2.82138848709446,0.271797593608795
"105_at",0.0424856356629804,0.262226639064737,0.365781245476982,1.3965952611414,2.39860256279317,0.196250328437073,0.191454931969053,1.13702912375221,0.387991644438545,0.415621350718068,0.255026894278012,1.05126450641881,1.74236551055305,0.0283574666536331,0.358231696975955,1.40341687207625,0.600321262041366,1.07646028346592,2.55993812403866,1.11944695073615,1.01348248619136,0.664367130900703
"1060_g_at",2.243831502666,2.44518224930094,1.25828280813626,0.726025049322737,0.16691948756624,0.695927589683836,0.399322447219541,0.675053662754181,1.94027930223599,0.217154379998825,1.23698687266659,1.36956534096871,1.83365181369275,0.630650869659835,0.238344782172281,0.409473420263075,0.0207412720830367,1.86470796729946,0.0526984216569957,0.648127057295708,0.708764194782209,0.428501379381119
"1061_at",0.671805040227088,0.0817334355927897,1.193351157663,1.09888689849769,3.23107275324883,2.86648885222516,0.0495316066275689,1.2444974293047,0.7895858172456,0.184658635149209,2.85917542862769,0.25265965504547,0.908690950985037,1.39101826046158,0.55496519273218,1.12471153485742,1.76530411314097,0.294511967173802,3.09134388138436,3.78270978881641,0.542868952098182,0.382198266165919
"1062_g_at",0.737079428270986,2.12654561118235,3.11082741477498,2.7193186071693,4.89167650231998,4.66880296708432,0.509620141570954,0.13198168210619,1.98212182400577,1.39435211424153,6.67197958257643,0.984117020203128,0.994637419625252,4.40514633116164,1.33218033720374,0.924900114527575,1.82660337485692,3.42023639704307,4.45895256050487,1.9088844028074,1.7488337232643,1.44076197436404
"1063_s_at",0.210073879618328,2.22316841684032,1.42637080971461,2.8736602249105,0.490026649262305,0.57497541413461,1.23973803302612,1.17969093229587,1.04439422814982,1.1468799582295,0.0616883774347579,0.196814591068932,0.0210432313061667,2.20011667472271,2.07209950878974,0.971134611315264,2.14763272973085,1.5166754680444,0.89203628233288,4.56956477156582,1.13261644493608,0.0364659567231859
"1064_at",3.95232444914121,1.74941143400986,0.221106598038458,0.826142315579986,3.57119496508705,1.00330118096191,0.516623527104962,0.79025520160772,0.60034171485419,0.0681784110470534,2.89584292107839,0.370602560665453,1.33312012787875,0.52883203928937,1.20773654427157,4.76901780664006,0.162514322557744,2.9546072130096,3.37305400180291,2.76082924583153,1.82609066293033,1.14689720233144
"1065_at",0.0636724074432701,0.218236988595107,0.839025932951438,2.67890528321266,1.24713717739623,0.210740281136915,0.658562138257148,0.0963246595887058,0.169686635160005,1.88456919033718,0.276604205858984,0.767783997060658,0.0125245240011085,1.15256291612202,0.486200010535502,1.45155374266906,0.156420991425393,1.77582045113072,1.069352554753,0.0989820431219148,1.63021027669212,0.206866375350993
"1066_at",1.46791878137388,0.240579774615654,0.233199063605423,0.682921727006549,1.20600462458605,0.446194296569442,0.882198137964278,0.491102824859922,0.485896859583105,0.943623881945518,0.270398332191796,0.387372536504806,0.323183865067645,1.1258149050749,0.209758864220419,1.28539639784239,0.23370989160596,0.721960985530137,0.558153471093078,1.28427789264048,0.968451923875378,2.15299204251141
"1067_at",1.47398083368418,1.05383883285813,2.1568112595145,1.25467255464041,0.58680145040334,0.833850048345087,0.185272555607867,0.210462882175356,0.43230921923965,0.925432981939533,1.98072847764838,1.3196509832911,0.263014825990565,1.43418400617705,0.53017641803792,0.294844296147965,0.517099432310079,1.36673078427655,2.54097811016454,0.973054089778535,1.51135880604989,0.0955948447607644
"1068_g_at",1.36900269944447,1.24939112661771,0.0768003968699208,0.875163223115642,0.20413669255836,0.12107249509383,0.0430374422371812,0.212890543890438,0.710498804322229,0.383752077126609,0.351937068545753,0.455274257476047,1.25503678380262,0.786056048375397,0.201534108598012,0.419859089784196,0.294534725122895,0.698623458193106,0.437723797037722,1.67941987682823,0.0886049520491163,1.11376725414892
